name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
KSHITIJ HYUNDAI,Car Showrooms,"Mirzapur, Uttar Pradesh",097940 55552,,4.8,,"Aaraji No, 239, Jangi Rd, Natwa, Bharuhana, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.142772899999997, 'longitude': 82.5426979}",0x398febeac7ef3031:0xc70ecff8f6140e01
"Kia Car Showroom - Adyant Kia, Bharuhana",Car Showrooms,"Mirzapur, Uttar Pradesh",063915 00158,https://kiaindia-dealers.com/kia-car-showroom-adyant-kia-bharuhana-adyant-kia-car-dealer-bharuhana-mirzapur-344940/Home?utm_source=locator&utm_medium=googleplaces,4.5,,"Ground Floor, Chunar Road, near IndusInd Bank, Bharuhana, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1332101, 'longitude': 82.5892801}",0x398fc1673f3c0dcf:0x61adb91685bba4bd
Shree Car Bazar,Car Showrooms,"Mirzapur, Uttar Pradesh",096704 94227,,4,,"Varanasi Rd, Devapur Pachawal, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231307",Closed · Opens 10 am Thu,"{'latitude': 25.131927599999997, 'longitude': 82.5969089}",0x398fc05af1208151:0x7b6df9cbbb6567be
Royal Enfield Showroom - Vindhya Auto Sales,Car Showrooms,"Mirzapur, Uttar Pradesh",082917 27335,https://dealers.royalenfield.com/uttar-pradesh/mirzapur/bharuhana-vindhya-auto-sales-9110069640?utm_source=GMBlisting&utm_medium=organic,4.6,,"House No 1, Arazi No 501 & 502, Varanasi Rd, Bharuhana, Chunar, Mirzapur, Uttar Pradesh 231001",Closed · Opens 9 am Thu,"{'latitude': 25.13383, 'longitude': 82.58883999999999}",0x398fc11817baa3d7:0xb4fda79deed2170
"Tata Motors Cars Service Centre - OK Motors, Bharauna",Car Showrooms,"Mirzapur, Uttar Pradesh",070451 76217,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-service-centre-ok-motors-bharauna-auto-accessories-stores-bharauna-mirzapur-105023/Home,4.6,,"Ground Floor, Chunnar Road, Bharauna, Devapur Pachawal, Mirzapur, Uttar Pradesh 231307",Closed · Opens 10 am Thu,"{'latitude': 25.1324334, 'longitude': 82.5924052}",0x398fc1447cdc5443:0xb28567dd7071b7be
Used Cars in Mirzapur,Car Showrooms,"Mirzapur, Uttar Pradesh",,,5,,"Bharuna OK Moters Infront of TATA Moters, Varanasi Rd, Mirzapur, Uttar Pradesh 231307",Closed · Opens 10 am Thu,"{'latitude': 25.1330489, 'longitude': 82.5925937}",0x398fc1445b5cf561:0xc583d418dd4824dc
Maa Vindhyavasini Car Bazar - 2nd hand car dealer,Car Showrooms,"Mirzapur, Uttar Pradesh",076078 01425,,5,,"Jangi Rd, near popular hospital, Ganga Darshan Colony, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10:30 am Thu,"{'latitude': 25.1436785, 'longitude': 82.5536109}",0x398febd45e653a9f:0xc2352d106f0f4ff4
Krishnamani Motors Mirzapur,Car Showrooms,"Mirzapur, Uttar Pradesh",1800 889 6008,https://www.bajajauto.com/,3.6,,"Station Rd, Pili Kothi, Lahauli Gautam, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Open · Closes 7:30 am Thu,"{'latitude': 25.134724, 'longitude': 82.5753202}",0x398fc03060ef8c61:0x6199ed08bcbaf1f6
Vinay Maruti suzuki Nexa,Car Showrooms,"Mirzapur, Uttar Pradesh",091405 77201,,3,,"Bharuhana, Mirzapur, Uttar Pradesh 231001",Open · Closes 6:30 am Thu,"{'latitude': 25.1365664, 'longitude': 82.55244859999999}",0x398feb3568b8feef:0xbb5405c52b1f05c1
SHIVA HONDA,Car Showrooms,"Mirzapur, Uttar Pradesh",075700 06841,,3.6,,"Varanasi Rd, Cheruiram, Bharuhana, Mirzapur, Uttar Pradesh 231307",Closed · Opens 9 am Thu,"{'latitude': 25.133270399999997, 'longitude': 82.59231729999999}",0x398fc0456e260b6f:0x145cd8b2251bed71
TVS - Shukla Automobile,Car Showrooms,"Mirzapur, Uttar Pradesh",063665 28607,https://dealers.tvsmotor.com/tvs-motors/tvs-shukla-automobile-two-wheeler-dealer-mandi-samiti-road-mirzapur-133502/Home?utm_source=locator&utm_medium=googleplaces,3.7,,"Chandradeepa, Jangi Road Mandi Samiti Road, near HP Petrol Pump, Ganesh Ganj, Mirzapur, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.139941399999998, 'longitude': 82.5527582}",0x398fea866c93abfd:0xf0f0c2f312e14a7b
Ajay Automobiles,Car Showrooms,"Mirzapur, Uttar Pradesh",,,4.7,,"Kaji Talab, Jangi Rd, near Bhagwati Residency, Mirzapur, Uttar Pradesh 231001",Closed · Opens 9 am Thu,"{'latitude': 25.1389186, 'longitude': 82.5546657}",0x398fea86909e666f:0xc64967051c061aba
Satguru Auto Mobiles Pvt Ltd,Car Showrooms,"Mirzapur, Uttar Pradesh",098390 01421,,4.8,,"4HMG+PF7, Pili Kothi, Baraudha, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 9 am Thu,"{'latitude': 25.1342863, 'longitude': 82.5761564}",0x398fc1b75fc8c933:0x7d85a38ae6fdf837
Shri Saraswati Honda,Car Showrooms,"Mirzapur, Uttar Pradesh",080092 90832,,3.7,,"Natwa, Mirzapur NH-76, Mirzapur, Allahabad Road, Birohi, Uttar Pradesh 231001",Closed · Opens 10 am Thu,"{'latitude': 25.1419444, 'longitude': 82.5455556}",0x398fea89f5717f0f:0x6cc9f1e88c4fe63e
Goodyear Autocare - Tyre Shopee,Car Showrooms,"Mirzapur, Uttar Pradesh",099191 51131,http://www.goodyear.co.in/,4.9,,"116, Station Rd, Pili Kothi, Baraudha, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 9 am Thu,"{'latitude': 25.134262399999997, 'longitude': 82.5764689}",0x398fc03096ec4fa9:0x2f7ffced525ed5d9
Golden Fitness Point,Gyms,"Mirzapur, Uttar Pradesh",,,4.7,,"Kaji Talab, Jangi Rd, near Bhagawati Recidensy, Bharuhana, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.138749999999998, 'longitude': 82.5543081}",0x398feb6f139a9f2d:0xe5cd0054d2db0a78
KGN 2.0 Gym & Cafe,Gyms,"Mirzapur, Uttar Pradesh",099186 26858,,4.8,,"near Balaji Temple, near Narghat, Kotghat, Surekapuram Colony, Mirzapur, Uttar Pradesh 231001",Closed · Opens 6 am Thu,"{'latitude': 25.151018, 'longitude': 82.5592995}",0x398feb0809022d79:0x1dbc1a041803ad15
The continental gym,Gyms,"Mirzapur, Uttar Pradesh",,,4.9,,"Imarti Rd, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",Closes soon · 11 pm · Opens 5 am Thu,"{'latitude': 25.1402043, 'longitude': 82.5639758}",0x398fc178ba0983d9:0x22e1c37c492a698b
Sunshine Women Fitness Centre,Gyms,"Mirzapur, Uttar Pradesh",072378 49923,,4.6,,"Kedar nath lane, opposite Jain bhoomi, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7 am Thu,"{'latitude': 25.1503432, 'longitude': 82.57248369999999}",0x398fc1d2041c3be3:0x3126badc09e477d5
SOLID GYM 2.0,Gyms,"Mirzapur, Uttar Pradesh",072758 57714,,4.9,,"Natwa Rd, Ganga Darshan Colony, Saket Puri Colony, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closes soon · 10:30 pm · Opens 5 am Thu,"{'latitude': 25.1451201, 'longitude': 82.5540721}",0x398feb639e80edf3:0xafc6deea59f20c35
KGN FITNESS CLUB,Gyms,"Mirzapur, Uttar Pradesh",087870 42343,http://www.kgnfitness.in/,4.4,,"Rd, Officers Colony, Aghauli, Mahuaria, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1446835, 'longitude': 82.5800726}",0x398fc034cf81f51f:0x5d4f2bb893c0779c
Fit-Z,Gyms,"Mirzapur, Uttar Pradesh",,,4.3,,"Fit-Z, Mahuwariya, Tehseal Rd, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5:30 am Thu,"{'latitude': 25.1453314, 'longitude': 82.57527639999999}",0x398fc1722d9b825d:0xc6d6153b414e4adb
B-Fitt Fitness Center,Gyms,"Mirzapur, Uttar Pradesh",073803 44343,https://www.instagram.com/bfittgym?igsh=MTFveGVuOHhqeHowYg==,4.7,,"AI Tower Nakahra Road, Bathua Rd, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.125064899999998, 'longitude': 82.5625664}",0x398fc150d8782a15:0xb0b044ee4ffc1caf
FITZ Fitness Studio,Gyms,"Mirzapur, Uttar Pradesh",092368 51090,,4.8,,"Fit Z Fitness Studio, Fun City Rd, Natwa, Campus, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5:30 am Thu,"{'latitude': 25.1478665, 'longitude': 82.5493128}",0x398feb5496e3ccd3:0x160b9ef2f18632fa
Royal Fitness,Gyms,"Mirzapur, Uttar Pradesh",097928 73009,,4.3,,"5H2H+HM5, Tarkapur, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1513819, 'longitude': 82.5792215}",0x398fc1f55979efc1:0x3457b04874259385
One Rep Max Fitness Club,Gyms,"Mirzapur, Uttar Pradesh",083035 39744,,4.9,,"Sankat Mochan Marg, Pakki Sarai, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closes soon · 11 pm · Opens 5 am Thu,"{'latitude': 25.1507769, 'longitude': 82.5742415}",0x398fc1007e0c9c6b:0xf5976ace24a51b0e
Iron Fire 2 Gym,Gyms,"Mirzapur, Uttar Pradesh",088405 80477,,4.1,,"Triveni complex, Ratanganj, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.140286, 'longitude': 82.5677426}",0x398fc1521e693b31:0xa10b1d4c0eb1ceb3
The oxygen gym,Gyms,"Mirzapur, Uttar Pradesh",,,4.4,,"Jangi road, mandi samiti, near petrol pump, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1365351, 'longitude': 82.5602273}",0x398febb2cbdc3021:0x2fc067e6e92ebdce
The boss gym,Gyms,"Mirzapur, Uttar Pradesh",,,4.5,,"4HWC+RH4, Arya Kanya Rd, Bhatwa Ki Pokhari, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.147107, 'longitude': 82.5713638}",0x398fc100519f3377:0xa34295947635db37
Muscles Zone Gym & Fitness Centre,Gyms,"Mirzapur, Uttar Pradesh",,,4.5,,"5H2C+V46, sundar ghat, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1521615, 'longitude': 82.57027819999999}",0x398fc19c2ae3dadb:0x9f8978f81ed0b6f6
Solid gym,Gyms,"Mirzapur, Uttar Pradesh",,,3.7,,"4HR3+3X9, Ganga Darshan Colony, Saket Puri Colony, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.140172, 'longitude': 82.5549901}",0x398febfa13e646db:0x7e219e3c9a4ca66f
Fit Club,Gyms,"Mirzapur, Uttar Pradesh",,,5,,"1st Floor, Gems Mall, above Reliance Trends, Natwa, Mahant Shivala, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closes soon · 10:30 pm · Opens 5 am Thu,"{'latitude': 25.1478313, 'longitude': 82.54931309999999}",0x398feb018acf6d71:0x68d399bba0ccace7
KGN 3.O GYM,Gyms,"Mirzapur, Uttar Pradesh",087870 42343,http://www.kgnfitness.in/,4.1,,"Badli Katra, Beltar, Dankinganj, Mirzapur, Uttar Pradesh 231001",Closes soon · 11 pm · Opens 5 am Thu,"{'latitude': 25.1452106, 'longitude': 82.5705098}",0x398fc1cbf27356b7:0x7c2dabdc69df2623
P&P GYM & fitness Center,Gyms,"Mirzapur, Uttar Pradesh",,,4.5,,"4HF7+FGM, Nai Basti, Mirzapur, Lohdi Kalan, Uttar Pradesh 231307",Closed · Opens 4 am Thu,"{'latitude': 25.123607399999997, 'longitude': 82.5637151}",0x398fc10a35ad464b:0xda2cd02e8900ba3d
Golden Gym,Gyms,"Mirzapur, Uttar Pradesh",099563 46046,,3.9,,"4GXW+J8H, Puthalighar, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1490558, 'longitude': 82.54586479999999}",0x398fea63fc47228f:0xa8e6c4747582d070
Golden Fitness Point,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.7,,"Kaji Talab, Jangi Rd, near Bhagawati Recidensy, Bharuhana, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.138749999999998, 'longitude': 82.5543081}",0x398feb6f139a9f2d:0xe5cd0054d2db0a78
KGN 2.0 Gym & Cafe,Fitness Centers,"Mirzapur, Uttar Pradesh",099186 26858,,4.8,,"near Balaji Temple, near Narghat, Kotghat, Surekapuram Colony, Mirzapur, Uttar Pradesh 231001",Closed · Opens 6 am Thu,"{'latitude': 25.151018, 'longitude': 82.5592995}",0x398feb0809022d79:0x1dbc1a041803ad15
The continental gym,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.9,,"Imarti Rd, Katra Bazirao, Mirzapur, Uttar Pradesh 231001",Closes soon · 11 pm · Opens 5 am Thu,"{'latitude': 25.1402043, 'longitude': 82.5639758}",0x398fc178ba0983d9:0x22e1c37c492a698b
Sunshine Women Fitness Centre,Fitness Centers,"Mirzapur, Uttar Pradesh",072378 49923,,4.6,,"Kedar nath lane, opposite Jain bhoomi, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",Closed · Opens 7 am Thu,"{'latitude': 25.1503432, 'longitude': 82.57248369999999}",0x398fc1d2041c3be3:0x3126badc09e477d5
SOLID GYM 2.0,Fitness Centers,"Mirzapur, Uttar Pradesh",072758 57714,,4.9,,"Natwa Rd, Ganga Darshan Colony, Saket Puri Colony, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closes soon · 10:30 pm · Opens 5 am Thu,"{'latitude': 25.1451201, 'longitude': 82.5540721}",0x398feb639e80edf3:0xafc6deea59f20c35
B-Fitt Fitness Center,Fitness Centers,"Mirzapur, Uttar Pradesh",073803 44343,https://www.instagram.com/bfittgym?igsh=MTFveGVuOHhqeHowYg==,4.7,,"AI Tower Nakahra Road, Bathua Rd, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.125064899999998, 'longitude': 82.5625664}",0x398fc150d8782a15:0xb0b044ee4ffc1caf
KGN FITNESS CLUB,Fitness Centers,"Mirzapur, Uttar Pradesh",087870 42343,http://www.kgnfitness.in/,4.4,,"Rd, Officers Colony, Aghauli, Mahuaria, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1446835, 'longitude': 82.5800726}",0x398fc034cf81f51f:0x5d4f2bb893c0779c
Royal Fitness,Fitness Centers,"Mirzapur, Uttar Pradesh",097928 73009,,4.3,,"5H2H+HM5, Tarkapur, Ramaipatti, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1513819, 'longitude': 82.5792215}",0x398fc1f55979efc1:0x3457b04874259385
Fit-Z,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.3,,"Fit-Z, Mahuwariya, Tehseal Rd, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5:30 am Thu,"{'latitude': 25.1453314, 'longitude': 82.57527639999999}",0x398fc1722d9b825d:0xc6d6153b414e4adb
FITZ Fitness Studio,Fitness Centers,"Mirzapur, Uttar Pradesh",092368 51090,,4.8,,"Fit Z Fitness Studio, Fun City Rd, Natwa, Campus, Saket Puri Colony, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5:30 am Thu,"{'latitude': 25.1478665, 'longitude': 82.5493128}",0x398feb5496e3ccd3:0x160b9ef2f18632fa
One Rep Max Fitness Club,Fitness Centers,"Mirzapur, Uttar Pradesh",083035 39744,,4.9,,"Sankat Mochan Marg, Pakki Sarai, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closes soon · 11 pm · Opens 5 am Thu,"{'latitude': 25.1507769, 'longitude': 82.5742415}",0x398fc1007e0c9c6b:0xf5976ace24a51b0e
Iron Fire 2 Gym,Fitness Centers,"Mirzapur, Uttar Pradesh",088405 80477,,4.1,,"Triveni complex, Ratanganj, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.140286, 'longitude': 82.5677426}",0x398fc1521e693b31:0xa10b1d4c0eb1ceb3
The oxygen gym,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.4,,"Jangi road, mandi samiti, near petrol pump, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1365351, 'longitude': 82.5602273}",0x398febb2cbdc3021:0x2fc067e6e92ebdce
Muscles Zone Gym & Fitness Centre,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.5,,"5H2C+V46, sundar ghat, Mirzapur-cum-Vindhyachal, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.1521615, 'longitude': 82.57027819999999}",0x398fc19c2ae3dadb:0x9f8978f81ed0b6f6
Fit Club,Fitness Centers,"Mirzapur, Uttar Pradesh",,,5,,"1st Floor, Gems Mall, above Reliance Trends, Natwa, Mahant Shivala, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",Closes soon · 10:30 pm · Opens 5 am Thu,"{'latitude': 25.1478313, 'longitude': 82.54931309999999}",0x398feb018acf6d71:0x68d399bba0ccace7
The boss gym,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.5,,"4HWC+RH4, Arya Kanya Rd, Bhatwa Ki Pokhari, Wellesley Ganj, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.147107, 'longitude': 82.5713638}",0x398fc100519f3377:0xa34295947635db37
KGN 3.O GYM,Fitness Centers,"Mirzapur, Uttar Pradesh",087870 42343,http://www.kgnfitness.in/,4.1,,"Badli Katra, Beltar, Dankinganj, Mirzapur, Uttar Pradesh 231001",Closes soon · 11 pm · Opens 5 am Thu,"{'latitude': 25.1452106, 'longitude': 82.5705098}",0x398fc1cbf27356b7:0x7c2dabdc69df2623
Solid gym,Fitness Centers,"Mirzapur, Uttar Pradesh",,,3.7,,"4HR3+3X9, Ganga Darshan Colony, Saket Puri Colony, Mirzapur-cum-Vindhyachal, Mirzapur, Uttar Pradesh 231001",,"{'latitude': 25.140172, 'longitude': 82.5549901}",0x398febfa13e646db:0x7e219e3c9a4ca66f
P&P GYM & fitness Center,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4.5,,"4HF7+FGM, Nai Basti, Mirzapur, Lohdi Kalan, Uttar Pradesh 231307",Closed · Opens 4 am Thu,"{'latitude': 25.123607399999997, 'longitude': 82.5637151}",0x398fc10a35ad464b:0xda2cd02e8900ba3d
MUSCLEFIT GYM,Fitness Centers,"Mirzapur, Uttar Pradesh",,,4,,"Ram Vilas Chauraha, Purani Anjahi, in front of Sheetla mata mandir, Gosain Tola, Mirzapur, Uttar Pradesh 231001",Closed · Opens 5 am Thu,"{'latitude': 25.147580899999998, 'longitude': 82.5623513}",0x398fc1eb39e7eed9:0xfdabb9eba71038f5
Sunbeam School Indira Nagar,Private Schools,"Varanasi, Uttar Pradesh",097214 52177,https://www.sunbeamschools.com/school/indranagar,4.7,,"Indira Nagar Colony, Chitaipur, Varanasi, Uttar Pradesh 221005",Closed · Opens 7 am Thu,"{'latitude': 25.274333, 'longitude': 82.9680497}",0x398e32472170f2f9:0x35d8b629772bd732
"GD Goenka School, Campus (BEST CBSE School in Varanasi)",Private Schools,"Varanasi, Uttar Pradesh",095191 03006,https://www.gdgoenkavns.com/,,,"NH-2, Mohansarai, Hardattpur, Varanasi, Uttar Pradesh 221011",Closed · Opens 9 am Thu,"{'latitude': 25.267649499999997, 'longitude': 82.89844959999999}",0x398fcdf53dfffa8d:0x2acd5c34e9cb8a57
"GD Goenka School, Varanasi (City Office)",Private Schools,"Varanasi, Uttar Pradesh",095191 03006,http://www.gdgoenkavns.com/,4.7,,"D58/12, A-7, first floor, Banaras TVS Building, Sigra, Varanasi, Uttar Pradesh 221002",Closed · Opens 10 am Thu,"{'latitude': 25.3122531, 'longitude': 82.9889048}",0x398e2d9eede1cdbb:0x32769ef00b3b5a4f
Shweta Convent School - Convent School in Varanasi | Private Schools in Varanasi,Private Schools,"Varanasi, Uttar Pradesh",096530 76600,https://shwetaconventschool.com/,,,"A 30/69, Hanuman Phatak, Pilikothi, Baluabir, Chittanpura, Aalampura, Varanasi, Uttar Pradesh 221001",Closed · Opens 9 am Thu,"{'latitude': 25.3263726, 'longitude': 83.01809899999999}",0x398e2e3eb377ab5b:0x573327782165c6ac
Private School in Varanasi | Sun Ray's Public School Ranipur Varanasi,Private Schools,"Varanasi, Uttar Pradesh",,,,,"N 11/58-6, Ranipur Rd, Varanasi, Uttar Pradesh 221010",Closed · Opens 7 am Thu,"{'latitude': 25.298449599999998, 'longitude': 82.9758064}",0x398e335670ef9f7f:0x93d77a03ef53e7f2
Little Flower House | Best CBSE school in Varanasi | Best School in Varanasi | School in Varanasi,Private Schools,"Varanasi, Uttar Pradesh",0542 230 0916,http://littleflowerhouse.com/,,,"Manduwadih Rd, Near Popular Hospital Varanasi, Bajardiha, Varanasi, Uttar Pradesh 221106",Closed · Opens 7 am Thu,"{'latitude': 25.2923154, 'longitude': 82.9703706}",0x398e326d3ea21e97:0xa28cb303b53b15a
Gyandeep English School,Private Schools,"Varanasi, Uttar Pradesh",0542 229 0562,https://gyandeepenglishschool.com/,4.2,,"Natiniya Dai Mandir, Sindhora Rd, Khushahal Nagar, Sector -B, Bada Lalpur, Lamhi, Varanasi, Lalpur, Uttar Pradesh 221002",Closed · Opens 8:15 am Thu,"{'latitude': 25.372784499999998, 'longitude': 82.97169319999999}",0x398e2d2941589bf3:0x937427e377a15804
Arora School Best School In Varanasi,Private Schools,"Varanasi, Uttar Pradesh",094152 28465,,,,"Chhoti, Badi Patiya Rd, near Brijenclave, Rohit Nagar, Extension, Naria, Varanasi, Uttar Pradesh 221005",Closed · Opens 8 am Thu,"{'latitude': 25.2808188, 'longitude': 82.9903357}",0x398e3221acf16aa1:0x3e75c1b23247820e
Serene Sonny Public School,Private Schools,"Varanasi, Uttar Pradesh",080043 08306,https://www.serenesonny.com/,,,"92H4+X4C, Satyam Nagar, Paharia, Bela Rd, Paharia, Varanasi, Uttar Pradesh 221007",Closed · Opens 7:30 am Thu,"{'latitude': 25.3791972, 'longitude': 83.0060989}",0x398e2f29eca42681:0x133b97bebc1c1663
Golden Glory Public School,Private Schools,"Varanasi, Uttar Pradesh",0542 233 4587,,,,"Bulanala, Dawapatti, near Sindicate Bank, Varanasi, Uttar Pradesh 221001",Closed · Opens 7:30 am Thu,"{'latitude': 25.316266799999998, 'longitude': 83.0134928}",0x398e2e188cc0eb5b:0x5226600584e2aa5f
Asha Modern School,Private Schools,"Varanasi, Uttar Pradesh",098399 61911,http://www.ashamodernschool.com/,,,"Chitaipur, 2, Kandwa Rd, Maninagar, Varanasi, Uttar Pradesh 221106",Closed · Opens 8 am Thu,"{'latitude': 25.2702508, 'longitude': 82.96474959999999}",0x398e32458b6ca5ab:0x247e9a868fa2d783
Sunrise Inter College & Sunrise Convent School,Private Schools,"Varanasi, Uttar Pradesh",099561 20143,,3.7,,"BHU Rd, near Sunrise Convent School, Gandhinagar, Naria, Varanasi, Uttar Pradesh 221005",Closed · Opens 8 am Thu,"{'latitude': 25.2831549, 'longitude': 82.98974009999999}",0x398e3221d70b5033:0x5f3fd5f3cbcbc367
Children's Valley English School,Private Schools,"Varanasi, Uttar Pradesh",093365 76690,http://www.cves.in/,,,"D-59/295A, near Galaxy Hospital, Nirala Nagar, Mahmoorganj, Varanasi, Uttar Pradesh 221010",Closed · Opens 7 am Thu,"{'latitude': 25.3064887, 'longitude': 82.9748606}",0x398e2df5869fadb9:0x5716d647c2cf4808
Green valley English school,Private Schools,"Varanasi, Uttar Pradesh",097924 20417,http://www.greenvalleyengschoolvaranasi.org/,,,"9XFH+HX6, Khushal Nagar Rd, near Natinidayi Mandir, Sector A, Bada Lalpur, Lamhi, Varanasi, Airhe, Uttar Pradesh 221002",Closed · Opens 7 am Thu,"{'latitude': 25.3738565, 'longitude': 82.97982089999999}",0x398e2c3f7b56a615:0x4ae317dc71b504c5
Bal,Private Schools,"Varanasi, Uttar Pradesh",,http://www.bbeschool.com/,,,"K66, 12, DAV Post Graduate College Rd, Narharpura, Kabir Nagar Churaha, Lohatiya, Varanasi, Uttar Pradesh 221001",Open · Closes 11:05 pm,"{'latitude': 25.322013199999997, 'longitude': 83.0094775}",0x398e2e173ca66e2b:0x301d5bfb5f33f9a3
The Aryan International School,Private Schools,"Varanasi, Uttar Pradesh",0542 329 4213,,,,"6XX8+J5V, Amara Bypass, NH2, Varanasi, Uttar Pradesh 221011",Closed · Opens 9 am Thu,"{'latitude': 25.249108099999997, 'longitude': 82.9654183}",0x398e33b0d7586463:0x36cc0ea652276348
Navneeta Kunwar Public School,Private Schools,"Varanasi, Uttar Pradesh",0542 257 5132,https://navneetakunwarpublicschool.co.in/,,,"Susuwahi Rd, Hyderabad Gate, Susuwahi, Varanasi, Uttar Pradesh 221005",Closed · Opens 8 am Thu,"{'latitude': 25.2602501, 'longitude': 82.9817135}",0x398e3232ba88dfd9:0xfd6afea27dd4280b
Rajghat Besant School(भर राजा bannar fort),Private Schools,"Varanasi, Uttar Pradesh",0542 244 0336,http://www.rajghatbesantschool.org/,,,"82HQ+8J5, Rajghat Fort, near Malviya Bridge, Uttar Pradesh 221001",Closed · Opens 10 am Thu,"{'latitude': 25.328258599999998, 'longitude': 83.0391104}",0x398e2fcbb2bc7385:0xabf3f945239535c0
MBS Convent School,Private Schools,"Varanasi, Uttar Pradesh",073111 71340,,,,"S24/20-28-P7, Mahaveer Mandir Rd, Anaula Taktapur Contonment, Taktakpur, VDA Colony, Varanasi, Uttar Pradesh 221002",Closed · Opens 8 am Thu,"{'latitude': 25.358459399999997, 'longitude': 82.9817774}",0x398e2c320e305449:0x1d6fdce6ae828e26
Central Hindu Boys School,Private Schools,"Varanasi, Uttar Pradesh",0542 245 0541,http://chbsbhu.in/,,,"Kamachha Rd, Gurubagh, Bhelupur, Varanasi, Uttar Pradesh 221010",Open 24 hours,"{'latitude': 25.3040205, 'longitude': 82.9962669}",0x398e2df283b4205f:0x78f6c8c277dfede8
CATJEE (IIT JEE/NEET Coaching Institute in Varanasi),Coaching Institutes,"Varanasi, Uttar Pradesh",072401 11999,https://www.catjee.in/,4.3,,"Raman Niwas, Surya Complex 1, Mahmoorganj Rd, Near Akashvani, Sri Nagar, Surya Bagh Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010",Closed · Opens 8 am Thu,"{'latitude': 25.3042934, 'longitude': 82.97883999999999}",0x398e320997991e5b:0x32f40b4fd00339d4
