name,category,location,phone,website,rating,reviews,address,hours,gps_coordinates,data_id
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",08071 318 115,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-gautam-nagar-chandauli-342849/Home?utm_source=locator&utm_medium=googleplaces,4.8,40,"Ground Floor, Grand Trunk Rd, near SBI Bank, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 6 pm,"{'latitude': 25.2593067, 'longitude': 83.2718843}",0x398e17548ca2b20f:0x5af6edda9cd399f5
Sawaran Scan & Diagnostic Centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",,,3.9,13,"Bichhiya Kala, Jasori, Chandauli, Uttar Pradesh 232104",Open · Closes 8 pm,"{'latitude': 25.260169599999998, 'longitude': 83.2568617}",0x398e178e73230261:0xca42498619b20240
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",08071 318 219,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-nehru-nagar-chandauli-352512/Home?utm_source=locator&utm_medium=googleplaces,5,27,"Ward No 4, Nehru Nagar, opposite Khechari, Bichhiya Kala, Chandauli, Uttar Pradesh 232104",Open · Closes 7 pm,"{'latitude': 25.260807, 'longitude': 83.26105299999999}",0x398e17a38b376ef7:0x3ad3adc4ac2ef8f7
New shivansh diagnostic center,Diagnostic Centers,"Chandauli, Uttar Pradesh",094155 69605,,3.4,5,"Abhishek complex, Railway station, opposite of Chandauli, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 9 pm,"{'latitude': 25.259396, 'longitude': 83.2680261}",0x398e17c2393009c7:0x5670b7171c7115e8
Hariom Hospital and Trauma Center-Best hospital/best Gynaecologist dr in chandauli,Diagnostic Centers,"Chandauli, Uttar Pradesh",077538 89710,,5,412,"Kamla Nagar, Chandauli, Uttar Pradesh 232104",Open 24 hours,"{'latitude': 25.2587551, 'longitude': 83.27510269999999}",0x398e17a317b3161d:0x508a802d2943db37
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",08071 216 888,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-chandauli-chandauli-290498/Home?utm_source=locator&utm_medium=googleplaces,4.9,55,"Ward No 3, Hasarat Mohani Nagar, GT Rd, opposite Gandhi Ashram, Trimuhani, Saiyadraja, Chandauli, Uttar Pradesh 232110",Open · Closes 8 pm,"{'latitude': 25.2514035, 'longitude': 83.3496761}",0x398e112438f09209:0xa4ee0152336c59d4
Redcliffe Labs - Collection Center,Diagnostic Centers,"Chandauli, Uttar Pradesh",079 6912 2990,https://redcliffelabs.com/centre/redcliffe-labs-collection-center-astha-collection-center-diagnostic-centre-indira-nagar-chandauli-188862,5,10,"Ward No 6, Indra Nagar, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 8 pm,"{'latitude': 25.259862, 'longitude': 83.26962}",0x398e170f641de3f3:0x4a797b4beab05163
HealthAssure - R D Memorial Charitable Hospital | Diagnostic centre Chandauli | Blood Tests & Ultrasound,Diagnostic Centers,"Chandauli, Uttar Pradesh",094154 52354,https://www.healthassure.in/,,,"Grand Trunk Rd, near D.M.Office, Nehru Nagar, Ward Number 3, Chandauli, Uttar Pradesh 232104",Open · Closes 7 pm,"{'latitude': 25.2607397, 'longitude': 83.2576114}",0x398e17c7d750bedd:0xbfcdf44a5aad12db
Doctor's Diagnostic Center,Diagnostic Centers,"Chandauli, Uttar Pradesh",094158 85552,,3.7,3,"7775+HG4, Danpur, Chandauli, Uttar Pradesh 232104",Open 24 hours,"{'latitude': 25.2638768, 'longitude': 83.2588428}",0x398e162e56e2c091:0xcb657ff5fcaf11f5
Star health care and diagnostic centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",,,5,6,"744P+9W5, Chakiya, Chandauli, Godhana, Uttar Pradesh 232101",Open · Closes 6 pm,"{'latitude': 25.255878, 'longitude': 83.1373438}",0x398e3b000d153d81:0x238983a2e84acc64
Pathkind Labs,Diagnostic Centers,"Chandauli, Uttar Pradesh",077538 89710,https://nearby.pathkindlabs.com/,,,"Ward No 4, Grand Trunk Rd, Bichhiya Kala, Chandauli, Uttar Pradesh 232104",Open · Closes 8 pm,"{'latitude': 25.2603537, 'longitude': 83.259535}",0x398e17cd43cdcc43:0xb26066e7528634d3
Elite Diagnostics and Research Center,Diagnostic Centers,"Chandauli, Uttar Pradesh",093366 80661,https://elite-diagnostics.in/,4.9,498,"Pandit, 602 (414) Bechupur, GT Rd, Ravi Nagar, DDU Nagar, Mughalsarai, Mughalsarai Railway Settlement, Uttar Pradesh 232101",Open · Closes 8 pm,"{'latitude': 25.286538, 'longitude': 83.1109154}",0x398e3b00546d0369:0xa17aaae8359c10a5
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",08071 318 200,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-kamalpur-rcc-diagnostic-centre-kamalpur-chandauli-346885/Home?utm_source=locator&utm_medium=googleplaces,4.8,32,"Ground Floor Sakaldiha, Dhanapur, near Ramlila Maidan, Chauraha, Kamalpur, Chandauli, Uttar Pradesh 232106",Open · Closes 7 pm,"{'latitude': 25.386837, 'longitude': 83.3764087}",0x398e1b325c310dff:0x980be53bee763fd9
Pathkind Labs,Diagnostic Centers,"Chandauli, Uttar Pradesh",099360 07651,https://nearby.pathkindlabs.com/pathkind-labs-new-basti-chandauli-28276/home?utm_source=GMB,4.9,97,"Amoghpur, Chakiya Road, Mughalsarai2, opposite Eklavya Acadmey school, New Basti, Chandauli, Uttar Pradesh 232101",Open · Closes 8 pm,"{'latitude': 25.2716623, 'longitude': 83.1296615}",0x398e3b1ce9a4ff15:0x9b5f29a0c937d80c
Dr Lal PathLabs - Patient Service Centre,Diagnostic Centers,"Chandauli, Uttar Pradesh",08071 888 456,https://labs.lalpathlabs.com/dr-lal-pathlabs-patient-service-centre-diagnostic-centre-vishunpura-market-chandauli-534648/Home?utm_source=locator&utm_medium=googleplaces,,,"Ground Floor, Vishunpura Market, Chandauli, Bisunpura, Uttar Pradesh 232104",Open · Closes 7:30 pm,"{'latitude': 25.178575, 'longitude': 83.29180099999999}",0x398e15d413bd2da5:0xea391dd9293b937a
Redcliffe Labs - Collection Center,Diagnostic Centers,"Chandauli, Uttar Pradesh",079 6928 5432,https://redcliffelabs.com/centre/redcliffe-labs-collection-center-kavya-collection-center-diagnostic-centre-shastri-nagar-chandauli-267400,5,1,"Ward No 2 Saidraza, opposite Government Hospital, Shastri Nagar, Chandauli, Uttar Pradesh 232110",Open · Closes 8 pm,"{'latitude': 25.2662887, 'longitude': 83.38962219999999}",0x398e1144cb48c049:0xdabf1efbe66fa4ef
Satkriti Hospital - Chandauli,Diagnostic Centers,"Chandauli, Uttar Pradesh",081880 88574,https://satkritihospital.com/best-ent-specialist-in-chandauli.php,4.9,78,"Grand Trunk Rd, near District Hospital, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 6 pm,"{'latitude': 25.260071, 'longitude': 83.26851979999999}",0x398e17c3a80ce9e1:0x7658ac70de4115dc
Chandauli,Diagnostic Centers,"Chandauli, Uttar Pradesh",070542 49277,http://www.lalpathlabs.com/,4.2,51,"Grand Trunk Rd, Bichhiya Kala, Chandauli, Uttar Pradesh 232104",Open · Closes 7 pm,"{'latitude': 25.2602478, 'longitude': 83.2549501}",0x398e1628a809e9fd:0x80aa7ab2851514c6
Chandauli,Water Parks,"Chandauli, Uttar Pradesh",,,,,Uttar Pradesh 232104,,"{'latitude': 25.2604696, 'longitude': 83.264538}",0x398e163113f2ddc9:0x96f45a8d2ad5f158
Bahari Alang Resort,Resorts,"Chandauli, Uttar Pradesh",,http://baharialangclub.com/,4.8,6,"SA-6/108 SS, Paharia, Varanasi, Uttar Pradesh 221007",,"{'latitude': 25.3624652, 'longitude': 83.01094169999999}",0x398e2f4f6d301f01:0x3b3b3eda2ae03388
Tapobhumi On The Ganges,Resorts,"Chandauli, Uttar Pradesh",085708 16164,http://tapobhumiganges.com/,4.4,72,"Churamanpur, Sikhar, Uttar Pradesh 231304",,"{'latitude': 25.204861899999997, 'longitude': 82.9117474}",0x398e35bf20a5697b:0xdcc57f975b355eca
Rajdari Resort,Resorts,"Chandauli, Uttar Pradesh",079920 54770,https://www.rajdariresort.com/,4.5,686,"Chandraprabha Wildlife Santuary Chakia Naugarh Road, Jamsoti, near Rajdari Devdari Waterfall, Varanasi, Uttar Pradesh 232103",,"{'latitude': 24.955333399999997, 'longitude': 83.19071679999999}",0x398e431882aec3af:0x919805666c0935b1
SPOT ON Hotel Shri Paramhans Upawan,Resorts,"Chandauli, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/173022/?utm_source=Google&utm_medium=GMB,4.4,182,"WARD NO 10, Gautam Nagar, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.2544439, 'longitude': 83.2708621}",0x398e17f7dcb2d03b:0xd68a69e871f32c9d
Spring Sky by ShriGo Hotels,Resorts,"Chandauli, Uttar Pradesh",,https://www.shrigohotels.com/spring-sky-mughalsarai,3.9,1765,"GT Rd, opposite Subhash Park, Ravi Nagar, Subhash Nagar, Mughalsarai, Mughalsarai Railway Settlement, Uttar Pradesh 232101",,"{'latitude': 25.2854621, 'longitude': 83.11325839999999}",0x398e3ae651b0834d:0xa307ba08cac9b9ec
Hotel Shri Paramhans,Hotels,"Chandauli, Uttar Pradesh",099352 63630,,3.9,10,"WARD NO 12, Gautam Nagar, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.2583207, 'longitude': 83.27080649999999}",0x398e171948ba09a3:0x8bd6da676b0b0a47
OYO 85415 Hotel Nbs,Hotels,"Chandauli, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/168739,4.1,92,"Varanasi, Sadar, Varanasi, Uttar Pradesh 232104",,"{'latitude': 25.2577721, 'longitude': 83.26224859999999}",0x398e2ff5c7a69a89:0x632640e5c960cee5
SPOT ON Hotel Shri Paramhans Upawan,Hotels,"Chandauli, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/173022/?utm_source=Google&utm_medium=GMB,4.4,182,"WARD NO 10, Gautam Nagar, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.2544439, 'longitude': 83.2708621}",0x398e17f7dcb2d03b:0xd68a69e871f32c9d
Hotel Saraswati,Hotels,"Chandauli, Uttar Pradesh",098387 73455,,3.6,670,"GT Rd, Nai Basti, Mughalsarai, Mughalsarai Railway Settlement, Uttar Pradesh 232101",,"{'latitude': 25.291373999999998, 'longitude': 83.102876}",0x398e3ac05690b0f1:0xf473bf3b527ee3bb
Hotel Psk Inn A Boutique Hotel,Hotels,"Chandauli, Uttar Pradesh",075650 00621,https://pskinn.com/,4.1,207,"GT Rd, opp. raymond showroom, Alkapuri Phase 1, Subhash Nagar, Mughalsarai, Mughalsarai Railway Settlement, Uttar Pradesh 232101",,"{'latitude': 25.287708499999997, 'longitude': 83.1078835}",0x398e3b28c8fe633f:0x3707bb8593724275
Hotel Station View Mughalsarai by ShriGo Hotels,Hotels,"Chandauli, Uttar Pradesh",097937 73386,https://www.shrigohotels.com/hotel-station-view,3.2,209,"333, Eastern Bazar, Mainatali, Dharmsala Rd, Mughalsarai, Uttar Pradesh 232101",,"{'latitude': 25.282629099999998, 'longitude': 83.1209104}",0x398e3b22509aa6b3:0x75eedc041dfad9c2
Bhardwaj Darbar,Hotels,"Chandauli, Uttar Pradesh",070073 49879,,4.5,142,"NH19, near Ramnagar, Industrial Area, Basant Nagar, Singhitali, Katariya, Uttar Pradesh 221110",,"{'latitude': 25.2528123, 'longitude': 83.0772314}",0x398e31fef799572d:0x56879e80a27ea8aa
Spring Sky by ShriGo Hotels,Hotels,"Chandauli, Uttar Pradesh",,https://www.shrigohotels.com/spring-sky-mughalsarai,3.9,1765,"GT Rd, opposite Subhash Park, Ravi Nagar, Subhash Nagar, Mughalsarai, Mughalsarai Railway Settlement, Uttar Pradesh 232101",,"{'latitude': 25.2854621, 'longitude': 83.11325839999999}",0x398e3ae651b0834d:0xa307ba08cac9b9ec
OYO 48527 Hotel Anand Lok,Hotels,"Chandauli, Uttar Pradesh",0124 620 1182,https://www.oyorooms.com/78365/,4,95,"NH 19, Kulharia, Bihar 821105",,"{'latitude': 25.229389599999998, 'longitude': 83.46017359999999}",0x398e0dce3f7d2135:0x6301eeb65f4171d8
Hotel Raj,Hotels,"Chandauli, Uttar Pradesh",091188 33123,,3.6,494,"74JC+HWF, GT Rd, LBS Katra, Mughalsarai, Mughalsarai Railway Settlement, Uttar Pradesh 232101",,"{'latitude': 25.281419999999997, 'longitude': 83.1221868}",0x398e3b1d8f9da843:0xb8f96c3d38b54da5
Bade saahab ka family dhaba,Hotels,"Chandauli, Uttar Pradesh",,,3.7,1129,"Jairampur, NH 2, Chandauli, Uttar Pradesh 232104",Open · Closes 11:30 pm,"{'latitude': 25.2570215, 'longitude': 83.3130221}",0x398e17214d56b825:0x72c527fe581c43b9
Hotel Sunshine Inn,Hotels,"Chandauli, Uttar Pradesh",095549 64321,,3.8,1276,"Ravi Nagar, Mughalsarai Railway Settlement, Uttar Pradesh 232101",,"{'latitude': 25.285345099999997, 'longitude': 83.11331129999999}",0x398e3ae65a28cf9b:0x53526b3026debdd1
Anand Hotel,Hotels,"Chandauli, Uttar Pradesh",05412 255 728,,3.5,106,"N. 2/1, New Mohal, GT Rd, Mughalsarai, Uttar Pradesh 232101",,"{'latitude': 25.283779499999998, 'longitude': 83.11623399999999}",0x398e3b3d753f2b35:0x6362801fb42545c6
OYO 64841 Chandra Paying Guest House,Hotels,"Chandauli, Uttar Pradesh",0124 620 1516,https://www.oyorooms.com/87881/,4.3,164,"Garhwa Ghat Rd, Maruti Nagar Colony, Varanasi, Uttar Pradesh 221011",Temporarily closed,"{'latitude': 25.259429299999997, 'longitude': 83.0172822}",0x398e315d4a001d6f:0x2cb35a7f99fea148
Chandra Home Stay,Hotels,"Chandauli, Uttar Pradesh",090262 23714,,4.2,554,"On, Sonia Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221002",,"{'latitude': 25.3136324, 'longitude': 82.9892876}",0x398e2dfc3d1fcf91:0x188f54a41256189d
Hotel Anandlok,Hotels,"Chandauli, Uttar Pradesh",,,4.2,6,"6FH6+V4R, Chipali, Kulharia, Bihar 821105",,"{'latitude': 25.229733, 'longitude': 83.46025999999999}",0x398e0d4526bc327b:0x88e1c2d451196016
Aakash Ganga Restaurant And Sweet House,Restaurants,"Chandauli, Uttar Pradesh",094159 83100,,4,512,"Grand Trunk Rd, Opposite District Court, Bichhiya Kala, Chandauli, Uttar Pradesh 232104",Open · Closes 8 pm,"{'latitude': 25.2608166, 'longitude': 83.26249659999999}",0x398e163009a79685:0x26de91c360ab222
Nukkad Cafe and Restaurant,Restaurants,"Chandauli, Uttar Pradesh",079052 47084,,4.2,264,"Chhitto, PO, PS, Chandauli, Uttar Pradesh 232104",Open · Closes 12 am,"{'latitude': 25.259186399999997, 'longitude': 83.2780367}",0x398e1781b5abcac1:0xdaae3f4a7207824f
Bharat Restaurant Cafe and Dhaba,Restaurants,"Chandauli, Uttar Pradesh",089609 22100,,3.7,169,"Front of Yamaha agency, Nh2, front of Indian oil, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.2586518, 'longitude': 83.28288739999999}",0x398e17184addcef1:0x7372124c6d55b81
Ashok bhai ka Family Dhaba | Best Restaurant in Chandauli | Best Dhaba in Chandauli | Best hotel in chandauli,Restaurants,"Chandauli, Uttar Pradesh",080819 97636,,4.2,188,"Navin mandi, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.2585736, 'longitude': 83.29291529999999}",0x398e173f94e9ee85:0xc2dcce29f861566b
Aurelia Restaurant,Restaurants,"Chandauli, Uttar Pradesh",,,4.8,57,"Jhhasi, Chandauli, Rampur Urf Akabarpur, Uttar Pradesh 232104",Open · Closes 11 pm,"{'latitude': 25.2625504, 'longitude': 83.2075595}",0x398e3d03830c3dc9:0xf76ec418451700e4
Shakya family restaurant,Restaurants,"Chandauli, Uttar Pradesh",,,4.5,49,"775C+QX4, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2593763, 'longitude': 83.27244209999999}",0x398e17006f44e4f9:0x1c8bb3606972118d
Sasural The Queen of Restaurant,Restaurants,"Chandauli, Uttar Pradesh",,,3.6,58,"jagdishsarai, Chandauli, Hinauta Urf Jagdishrai, Uttar Pradesh 232104",Open · Closes 12 am,"{'latitude': 25.2596931, 'longitude': 83.2353973}",0x398e3d44767b1b21:0x78620095ff758faa
Rajshee Palace Banquet sweets and Restaurant,Restaurants,"Chandauli, Uttar Pradesh",081890 53535,,4.1,39,"Munsaf Katra, Near, opposite National Highway, Bichhiya Kala, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.260760599999998, 'longitude': 83.26326859999999}",0x398e173d7b69c36d:0x434aa7dfe2218ba2
Baithak Cafe and Restaurant,Restaurants,"Chandauli, Uttar Pradesh",079851 48002,http://www.instagram.com/baithakcafechandauli,4.7,139,"Samaj kalyal office, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2600461, 'longitude': 83.264701}",0x398e17007d136951:0x90a247ea78739b4d
Area 67,Restaurants,"Chandauli, Uttar Pradesh",,,4.7,40,"Ward no 11, Sanjay Nagar, Grand Trunk Rd, behind K.G nanda hospital, Bichhiya Kala, Chandauli, Uttar Pradesh 232104",Open · Closes 11 pm,"{'latitude': 25.260206399999998, 'longitude': 83.25426879999999}",0x398e178ceef0c9b1:0xc0dec11c17861b18
The Highway Rasoi,Restaurants,"Chandauli, Uttar Pradesh",,,4.3,107,"NH 2, Highway, Lilapur, Haripur, Uttar Pradesh 232104",Open · Closes 3 am,"{'latitude': 25.257564, 'longitude': 83.3084985}",0x398e179c599690e5:0x81b5570081c0915f
Raj Rasoi (King of hotel restaurants and banquet),Restaurants,"Chandauli, Uttar Pradesh",086012 26876,,3.8,1123,"Grand truck road in front of john deere agency Chandauli, Piro - Jagdishpur Rd, Rampur, Uttar Pradesh 232104",,"{'latitude': 25.258490199999997, 'longitude': 83.2917767}",0x398e175f91fd9eb9:0xf2cc60d8749e1bf0
Riddhi restaurant guest house & banquet hall,Restaurants,"Chandauli, Uttar Pradesh",094729 34117,,3.9,19,"Bichhiya Kala, Chandauli, Uttar Pradesh 232104",Open · Closes 11 pm,"{'latitude': 25.2587133, 'longitude': 83.25461519999999}",0x398e170003cd51e7:0xbac28121ecb8b05f
maa Katyani Restaurant,Restaurants,"Chandauli, Uttar Pradesh",087872 72731,,4.4,32,"7777+CV9, Sakaldiha - Chandauli Rd, near Fino Bank, Danpur, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.263531099999998, 'longitude': 83.26474449999999}",0x398e17dc0a5ea21f:0x46f7c953aaec1d36
Bade saahab ka family dhaba,Restaurants,"Chandauli, Uttar Pradesh",,,3.7,1129,"Jairampur, NH 2, Chandauli, Uttar Pradesh 232104",Open · Closes 11:30 pm,"{'latitude': 25.2570215, 'longitude': 83.3130221}",0x398e17214d56b825:0x72c527fe581c43b9
Veeray Malai Chap waale and Cafe,Restaurants,"Chandauli, Uttar Pradesh",070808 08844,,4.9,60,"Model Shop, Iliya Mod, near Sankar Mod, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 11 pm,"{'latitude': 25.2594484, 'longitude': 83.2713199}",0x398e170064c03463:0xc760c77446ca1fa8
Sankat Mochan family restaurant,Restaurants,"Chandauli, Uttar Pradesh",094528 19942,,4.9,15,"NH2, Lilapur, Chandauli, Uttar Pradesh 232104",Open · Closes 12 am,"{'latitude': 25.2579985, 'longitude': 83.3038582}",0x398e170030ac0f35:0x75f5139b54360959
RAJWADA DARBAR RESTAURANT & HOTEL,Restaurants,"Chandauli, Uttar Pradesh",080902 68385,,4.9,61,"petrol pump ke samane, Basarikpur, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2793298, 'longitude': 83.2648366}",0x398e1731239eddbd:0x542e26936b9d6ff9
Pizza Crust 🍕,Restaurants,"Chandauli, Uttar Pradesh",,,5,26,"DAKBANGLA ROAD Main Rd, Danpur, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2630704, 'longitude': 83.2651978}",0x398e17000e380751:0x56a9ab1b83a643b9
RAGHUKUL RESTAURANT & BANQUET,Restaurants,"Chandauli, Uttar Pradesh",086044 38899,,4,363,"NH-19, opp. Yatharth Nursing College, Jhhansi, Uttar Pradesh 232120",,"{'latitude': 25.261361899999997, 'longitude': 83.208604}",0x398e3dd9ce0f1111:0x9cbd6dcb7f608a4d
Nukkad Cafe and Restaurant,Cafes,"Chandauli, Uttar Pradesh",,,4.8,19,"Sakaldiha - Chandauli Rd, Danpur, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2677049, 'longitude': 83.2650646}",0x398e17ce6ad81d2d:0xe83c6cd8e4b1e0b2
Veeray Malai Chap waale and Cafe,Cafes,"Chandauli, Uttar Pradesh",070808 08844,,4.9,60,"Model Shop, Iliya Mod, near Sankar Mod, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 11 pm,"{'latitude': 25.2594484, 'longitude': 83.2713199}",0x398e170064c03463:0xc760c77446ca1fa8
Nukkad Cafe and Restaurant,Cafes,"Chandauli, Uttar Pradesh",079052 47084,,4.2,264,"Chhitto, PO, PS, Chandauli, Uttar Pradesh 232104",Open · Closes 12 am,"{'latitude': 25.259186399999997, 'longitude': 83.2780367}",0x398e1781b5abcac1:0xdaae3f4a7207824f
Sunny cafe,Cafes,"Chandauli, Uttar Pradesh",,,5,10,"7778+X33, Danpur, Chandauli, Uttar Pradesh 232104",Open · Closes 9 pm,"{'latitude': 25.2648787, 'longitude': 83.2651834}",0x398e17004e0757ef:0x886377fd5ac6cbd
Sasural The Queen of Restaurant,Cafes,"Chandauli, Uttar Pradesh",,,3.6,58,"jagdishsarai, Chandauli, Hinauta Urf Jagdishrai, Uttar Pradesh 232104",Open · Closes 12 am,"{'latitude': 25.2596931, 'longitude': 83.2353973}",0x398e3d44767b1b21:0x78620095ff758faa
Shakya family restaurant,Cafes,"Chandauli, Uttar Pradesh",,,4.5,49,"775C+QX4, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2593763, 'longitude': 83.27244209999999}",0x398e17006f44e4f9:0x1c8bb3606972118d
Tea Talk cafe,Cafes,"Chandauli, Uttar Pradesh",075100 71441,,4.3,56,"7763+3PP, Bichhiya Kala, Chandauli, Jasori, Uttar Pradesh 232104",Open · Closes 11 pm,"{'latitude': 25.2602013, 'longitude': 83.2546675}",0x398e17717380b19b:0x3cf7a240a5de69e5
Chatapata cafe chandauli,Cafes,"Chandauli, Uttar Pradesh",,,5,2,"7777+9V9, Danpur, Chandauli, Uttar Pradesh 232104",,"{'latitude': 25.263416499999998, 'longitude': 83.2647313}",0x398e17004f2ff887:0x9f0c08658ccb3aeb
Baithak Cafe and Restaurant,Cafes,"Chandauli, Uttar Pradesh",079851 48002,http://www.instagram.com/baithakcafechandauli,4.7,139,"Samaj kalyal office, Gautam Nagar, Chandauli, Uttar Pradesh 232104",Open · Closes 10 pm,"{'latitude': 25.2600461, 'longitude': 83.264701}",0x398e17007d136951:0x90a247ea78739b4d
